-1.000000000000000000e+00	7.344852171859188594e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.344852171859188594e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-7.651525306128832415e-01	-0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-7.651525306128832415e-01
-9.980267284282715590e-01	7.316005921455083216e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.345158232871433768e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-7.651525306128832415e-01	7.651525306128833319e-06	0.000000000000000000e+00	0.000000000000000000e+00	-7.651525306128833319e-06	-7.651525306128832415e-01
-9.921147013144778759e-01	7.229849746508072439e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.345999900655107995e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-7.651295760369648535e-01	2.295457591838649826e-05	0.000000000000000000e+00	0.000000000000000000e+00	-2.295457591838649826e-05	-7.651295760369648535e-01
-9.822872507286886101e-01	7.087837436826320836e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.347530205716333862e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-7.650301062079851722e-01	4.590915183677299653e-05	0.000000000000000000e+00	0.000000000000000000e+00	-4.590915183677299653e-05	-7.650301062079851722e-01
-9.685831611286310761e-01	6.892111419495545732e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.349596117548987673e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-7.647546512969645160e-01	8.416677836741715804e-05	0.000000000000000000e+00	0.000000000000000000e+00	-8.416677836741715804e-05	-7.647546512969645160e-01
-9.510565162951535312e-01	6.645655789385135348e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.352197636153071647e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-7.641807868990048158e-01	1.300759302041901546e-04	0.000000000000000000e+00	0.000000000000000000e+00	-1.300759302041901546e-04	-7.641807868990048158e-01
-9.297764858882514583e-01	6.352449339654279159e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.355411276781647079e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-7.631019218308406904e-01	1.912881326532208076e-04	0.000000000000000000e+00	0.000000000000000000e+00	-1.912881326532208076e-04	-7.631019218308406904e-01
-9.048270524660195768e-01	6.017006470233591253e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.359160524181649343e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-7.612885103332881487e-01	2.601518604083803091e-04	0.000000000000000000e+00	0.000000000000000000e+00	-2.601518604083803091e-04	-7.612885103332881487e-01
-8.763066800438633619e-01	5.644530218331239579e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.363521893606143065e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-7.584421429194082576e-01	3.443186387757974265e-04	0.000000000000000000e+00	0.000000000000000000e+00	-3.443186387757974265e-04	-7.584421429194082576e-01
-8.443279255020150753e-01	5.240835743179882433e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.368342354549004547e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-7.541802433238944392e-01	4.361369424493434467e-04	0.000000000000000000e+00	0.000000000000000000e+00	-4.361369424493434467e-04	-7.541802433238944392e-01
