# z [km]  tau [-]
120.0000 0
115.0000 3.680984e-09
110.0000 7.607128e-09
105.0000 1.740859e-08
100.0000 4.100854e-08
95.0000 9.912762e-08
90.0000 2.427196e-07
85.0000 5.864605e-07
80.0000 1.352625e-06
75.0000 2.981937e-06
70.0000 6.301760e-06
65.0000 1.265700e-05
60.0000 2.439808e-05
55.0000 4.549057e-05
50.0000 8.287089e-05
47.5000 6.446314e-05
45.0000 8.926302e-05
42.5000 1.258900e-04
40.0000 1.794894e-04
37.5000 2.585454e-04
35.0000 3.764872e-04
32.5000 5.543600e-04
30.0000 8.173971e-04
27.5000 1.202367e-03
25.0000 1.774107e-03
24.0000 9.288116e-04
23.0000 1.088157e-03
22.0000 1.275601e-03
21.0000 1.496635e-03
20.0000 1.756989e-03
19.0000 2.058801e-03
18.0000 2.408220e-03
17.0000 2.817195e-03
16.0000 3.295191e-03
15.0000 3.854637e-03
14.0000 4.510229e-03
13.0000 5.277383e-03
12.0000 6.174970e-03
11.0000 7.223585e-03
10.0000 8.313806e-03
9.0000 9.408005e-03
8.0000 1.060943e-02
7.0000 1.192404e-02
6.0000 1.336010e-02
5.0000 1.492423e-02
4.0000 1.662561e-02
3.0000 1.847237e-02
2.0000 2.047328e-02
1.0000 2.263760e-02
0.0000 2.497005e-02
