-1.0000000000 0.0466809801 0.0261442619 0.0000000000 0.0000000000 0.0261442619 0.0466809801 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0205367183 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0267050163
-0.9999904633 0.0457496753 0.0255670438 0.0000000000 0.0000000000 0.0255670438 0.0457496753 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0201469732 -0.0000427900 0.0000000000 0.0000000000 0.0000427900 0.0255385171
-0.9999619126 0.0449304070 0.0250546506 0.0000000000 0.0000000000 0.0250546506 0.0449304070 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0198057713 -0.0000839821 0.0000000000 0.0000000000 0.0000839821 0.0244527791
-0.9999143481 0.0442469364 0.0246214179 0.0000000000 0.0000000000 0.0246214179 0.0442331641 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0195222262 -0.0001239506 0.0000000000 0.0000000000 0.0001239506 0.0235024191
-0.9998477101 0.0437259269 0.0242944487 0.0000000000 0.0000000000 0.0242944487 0.0437123242 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0193090537 -0.0001564312 0.0000000000 0.0000000000 0.0001564312 0.0227301365
-0.9997619987 0.0433648843 0.0240676288 0.0000000000 0.0000000000 0.0240676288 0.0433513992 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0191691466 -0.0001887922 0.0000000000 0.0000000000 0.0001887922 0.0221561082
-0.9996573329 0.0431976432 0.0239591467 0.0000000000 0.0000000000 0.0239591467 0.0431842132 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0191041963 -0.0002081652 0.0000000000 0.0000000000 0.0002081652 0.0217834843
-0.9995335937 0.0431641800 0.0239405867 0.0000000000 0.0000000000 0.0239405867 0.0431507604 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0190961070 -0.0002281334 0.0000000000 0.0000000000 0.0002281334 0.0215720253
-0.9993908405 0.0432243862 0.0239844270 0.0000000000 0.0000000000 0.0239844270 0.0432109458 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0191324359 -0.0002352073 0.0000000000 0.0000000000 0.0002352073 0.0214845091
-0.9992290139 0.0433815569 0.0240873725 0.0000000000 0.0000000000 0.0240873725 0.0433680644 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0192064835 -0.0002361176 0.0000000000 0.0000000000 0.0002361176 0.0215069440
-0.9990482330 0.0436255508 0.0242439574 0.0000000000 0.0000000000 0.0242439574 0.0436119783 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0193137307 -0.0002307333 0.0000000000 0.0000000000 0.0002307333 0.0216278495
-0.9988483787 0.0439194542 0.0244338700 0.0000000000 0.0000000000 0.0244338700 0.0439057849 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0194445763 -0.0002187088 0.0000000000 0.0000000000 0.0002187088 0.0218025302
