-1.000000000000000000e+00 4.539014305929846282e-02 2.300971094518899918e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.300971094518899918e-02 4.539014305908971314e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.476086422801017761e-02 -1.334891534332874330e-13 0.000000000000000000e+00 0.000000000000000000e+00 1.334891534332874330e-13 4.705910012125968933e-02
-9.999904807207344870e-01 4.271219953034233185e-02 2.153655234724283218e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.153655234724283218e-02 4.271441229548145202e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.239205643534660339e-02 -2.706203986235777847e-06 0.000000000000000000e+00 0.000000000000000000e+00 2.706203986235777847e-06 3.947511315345764160e-02
-9.999619230641713097e-01 4.035749404033595056e-02 2.024035714566707611e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.024035714566707611e-02 4.036153362790173560e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.029891639947891235e-02 -4.291683126211864874e-06 0.000000000000000000e+00 0.000000000000000000e+00 4.291683126211864874e-06 3.297844901680946350e-02
-9.999143275740070003e-01 3.838875995757007331e-02 1.915835402905941010e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.915835402905941010e-02 3.839428244350528985e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.854690492153167725e-02 -3.886918420903384686e-06 0.000000000000000000e+00 0.000000000000000000e+00 3.886918420903384686e-06 2.770451083779335022e-02
-9.998476951563912696e-01 3.693695522247253393e-02 1.835956051945686340e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.835956051945686340e-02 3.694368743003906275e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.723894059658050537e-02 -7.027509241197549272e-07 0.000000000000000000e+00 0.000000000000000000e+00 7.027509241197549272e-07 2.375683002173900604e-02
-9.997620270799091324e-01 3.600284080857818481e-02 1.784315891563892365e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.784315891563892365e-02 3.601060811524803285e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.639175370335578918e-02 5.906254955334588885e-06 0.000000000000000000e+00 0.000000000000000000e+00 -5.906254955334588885e-06 2.106607519090175629e-02
-9.996573249755572599e-01 3.552206725544237997e-02 1.757340785115957260e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.757340785115957260e-02 3.553088820808625314e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.593800216913223267e-02 1.574942507431842387e-05 0.000000000000000000e+00 0.000000000000000000e+00 -1.574942507431842387e-05 1.940269768238067627e-02
-9.995335908367128930e-01 3.535946750389484805e-02 1.748538576066493988e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.748538576066493988e-02 3.536953857792468625e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.576880693435668945e-02 2.856007813534233719e-05 0.000000000000000000e+00 0.000000000000000000e+00 -2.856007813534233719e-05 1.850803010165691376e-02
-9.993908270190957621e-01 3.552062081416806905e-02 1.757340785115957260e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.757340785115957260e-02 3.553233464936056407e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.588490560650825500e-02 4.422158599481917918e-05 0.000000000000000000e+00 0.000000000000000000e+00 -4.422158599481917918e-05 1.822387985885143280e-02
-9.992290362407229010e-01 3.584333528260685853e-02 1.774960104376077652e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.774960104376077652e-02 3.585722837169669219e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.612632304430007935e-02 6.240098446141928434e-05 0.000000000000000000e+00 0.000000000000000000e+00 -6.240098446141928434e-05 1.837403886020183563e-02
